sentence,class
If Julia lives in Rrethi i Dibrës then Julia lives in Albania and If Julia lives in Dibër County then Julia lives in Albania,4
If Julia lives in Rrethi i Dibrës then Julia lives in Europe and If Julia lives in Dibër County then Julia lives in Europe,4
If Julia lives in Rrethi i Dibrës then Julia lives in Albania or If Julia lives in Dibër County then Julia lives in Albania,5
If Julia lives in Rrethi i Dibrës then Julia lives in Europe or If Julia lives in Dibër County then Julia lives in Europe,5
If Fiona lives in Rrethi i Matit then Fiona lives in Dibër County,1
If Fiona lives in Rrethi i Matit then Fiona lives in Albania,1
If Fiona lives in Rrethi i Matit then Fiona lives in Europe,1
If Fiona lives in Dibër County then Fiona lives in Albania,1
If Fiona lives in Dibër County then Fiona lives in Europe,1
If Fiona lives in Albania then Fiona lives in Europe,1
If Fiona lives in Rrethi i Matit then Fiona lives in Dibër County and If Fiona lives in Rrethi i Matit then Fiona lives in Albania,2
If Fiona lives in Rrethi i Matit then Fiona lives in Dibër County or If Fiona lives in Rrethi i Matit then Fiona lives in Albania,3
If Fiona lives in Rrethi i Matit then Fiona lives in Albania and If Fiona lives in Dibër County then Fiona lives in Albania,4
If Fiona lives in Rrethi i Matit then Fiona lives in Europe and If Fiona lives in Dibër County then Fiona lives in Europe,4
If Fiona lives in Rrethi i Matit then Fiona lives in Albania or If Fiona lives in Dibër County then Fiona lives in Albania,5
If Fiona lives in Rrethi i Matit then Fiona lives in Europe or If Fiona lives in Dibër County then Fiona lives in Europe,5
If Rachel lives in Ulëz then Rachel lives in Dibër County,1
If Rachel lives in Ulëz then Rachel lives in Albania,1
If Rachel lives in Ulëz then Rachel lives in Europe,1
If Rachel lives in Dibër County then Rachel lives in Albania,1
If Rachel lives in Dibër County then Rachel lives in Europe,1
If Rachel lives in Albania then Rachel lives in Europe,1
If Rachel lives in Ulëz then Rachel lives in Dibër County and If Rachel lives in Ulëz then Rachel lives in Albania,2
If Rachel lives in Ulëz then Rachel lives in Dibër County or If Rachel lives in Ulëz then Rachel lives in Albania,3
If Rachel lives in Ulëz then Rachel lives in Albania and If Rachel lives in Dibër County then Rachel lives in Albania,4
If Rachel lives in Ulëz then Rachel lives in Europe and If Rachel lives in Dibër County then Rachel lives in Europe,4
If Rachel lives in Ulëz then Rachel lives in Albania or If Rachel lives in Dibër County then Rachel lives in Albania,5
If Rachel lives in Ulëz then Rachel lives in Europe or If Rachel lives in Dibër County then Rachel lives in Europe,5
If Kevin lives in Bashkia Durrës then Kevin lives in Durrës District,1
If Kevin lives in Bashkia Durrës then Kevin lives in Albania,1
If Kevin lives in Bashkia Durrës then Kevin lives in Europe,1
If Kevin lives in Durrës District then Kevin lives in Albania,1
If Kevin lives in Durrës District then Kevin lives in Europe,1
If Kevin lives in Albania then Kevin lives in Europe,1
If Kevin lives in Bashkia Durrës then Kevin lives in Durrës District and If Kevin lives in Bashkia Durrës then Kevin lives in Albania,2
If Kevin lives in Bashkia Durrës then Kevin lives in Durrës District or If Kevin lives in Bashkia Durrës then Kevin lives in Albania,3
If Kevin lives in Bashkia Durrës then Kevin lives in Albania and If Kevin lives in Durrës District then Kevin lives in Albania,4
If Kevin lives in Bashkia Durrës then Kevin lives in Europe and If Kevin lives in Durrës District then Kevin lives in Europe,4
If Kevin lives in Bashkia Durrës then Kevin lives in Albania or If Kevin lives in Durrës District then Kevin lives in Albania,5
If Kevin lives in Bashkia Durrës then Kevin lives in Europe or If Kevin lives in Durrës District then Kevin lives in Europe,5
If Oscar lives in Bashkia Krujë then Oscar lives in Durrës District,1
If Oscar lives in Bashkia Krujë then Oscar lives in Albania,1
If Oscar lives in Bashkia Krujë then Oscar lives in Europe,1
If Oscar lives in Durrës District then Oscar lives in Albania,1
If Oscar lives in Durrës District then Oscar lives in Europe,1
If Oscar lives in Albania then Oscar lives in Europe,1
If Oscar lives in Bashkia Krujë then Oscar lives in Durrës District and If Oscar lives in Bashkia Krujë then Oscar lives in Albania,2
If Oscar lives in Bashkia Krujë then Oscar lives in Durrës District or If Oscar lives in Bashkia Krujë then Oscar lives in Albania,3
If Oscar lives in Bashkia Krujë then Oscar lives in Albania and If Oscar lives in Durrës District then Oscar lives in Albania,4
If Oscar lives in Bashkia Krujë then Oscar lives in Europe and If Oscar lives in Durrës District then Oscar lives in Europe,4
If Oscar lives in Bashkia Krujë then Oscar lives in Albania or If Oscar lives in Durrës District then Oscar lives in Albania,5
If Oscar lives in Bashkia Krujë then Oscar lives in Europe or If Oscar lives in Durrës District then Oscar lives in Europe,5
If Diana lives in Bashkia Shijak then Diana lives in Durrës District,1
If Diana lives in Bashkia Shijak then Diana lives in Albania,1
If Diana lives in Bashkia Shijak then Diana lives in Europe,1
If Diana lives in Durrës District then Diana lives in Albania,1
If Diana lives in Durrës District then Diana lives in Europe,1
If Diana lives in Albania then Diana lives in Europe,1
If Diana lives in Bashkia Shijak then Diana lives in Durrës District and If Diana lives in Bashkia Shijak then Diana lives in Albania,2
If Diana lives in Bashkia Shijak then Diana lives in Durrës District or If Diana lives in Bashkia Shijak then Diana lives in Albania,3
If Diana lives in Bashkia Shijak then Diana lives in Albania and If Diana lives in Durrës District then Diana lives in Albania,4
If Diana lives in Bashkia Shijak then Diana lives in Europe and If Diana lives in Durrës District then Diana lives in Europe,4
If Diana lives in Bashkia Shijak then Diana lives in Albania or If Diana lives in Durrës District then Diana lives in Albania,5
If Diana lives in Bashkia Shijak then Diana lives in Europe or If Diana lives in Durrës District then Diana lives in Europe,5
If Mason lives in Durrës then Mason lives in Durrës District,1
If Mason lives in Durrës then Mason lives in Albania,1
If Mason lives in Durrës then Mason lives in Europe,1
If Mason lives in Durrës District then Mason lives in Albania,1
If Mason lives in Durrës District then Mason lives in Europe,1
If Mason lives in Albania then Mason lives in Europe,1
If Mason lives in Durrës then Mason lives in Durrës District and If Mason lives in Durrës then Mason lives in Albania,2
If Mason lives in Durrës then Mason lives in Durrës District or If Mason lives in Durrës then Mason lives in Albania,3
If Mason lives in Durrës then Mason lives in Albania and If Mason lives in Durrës District then Mason lives in Albania,4
If Mason lives in Durrës then Mason lives in Europe and If Mason lives in Durrës District then Mason lives in Europe,4
If Mason lives in Durrës then Mason lives in Albania or If Mason lives in Durrës District then Mason lives in Albania,5
If Mason lives in Durrës then Mason lives in Europe or If Mason lives in Durrës District then Mason lives in Europe,5
If Ian lives in Durrës District then Ian lives in Durrës District,1
If Ian lives in Durrës District then Ian lives in Albania,1
If Ian lives in Durrës District then Ian lives in Europe,1
If Ian lives in Durrës District then Ian lives in Albania,1
If Ian lives in Durrës District then Ian lives in Europe,1
If Ian lives in Albania then Ian lives in Europe,1
If Ian lives in Durrës District then Ian lives in Durrës District and If Ian lives in Durrës District then Ian lives in Albania,2
If Ian lives in Durrës District then Ian lives in Durrës District or If Ian lives in Durrës District then Ian lives in Albania,3
If Ian lives in Durrës District then Ian lives in Albania and If Ian lives in Durrës District then Ian lives in Albania,4
If Ian lives in Durrës District then Ian lives in Europe and If Ian lives in Durrës District then Ian lives in Europe,4
If Ian lives in Durrës District then Ian lives in Albania or If Ian lives in Durrës District then Ian lives in Albania,5
If Ian lives in Durrës District then Ian lives in Europe or If Ian lives in Durrës District then Ian lives in Europe,5
If Alice lives in Fushë-Krujë then Alice lives in Durrës District,1
If Alice lives in Fushë-Krujë then Alice lives in Albania,1
If Alice lives in Fushë-Krujë then Alice lives in Europe,1
If Alice lives in Durrës District then Alice lives in Albania,1
If Alice lives in Durrës District then Alice lives in Europe,1
If Alice lives in Albania then Alice lives in Europe,1
If Alice lives in Fushë-Krujë then Alice lives in Durrës District and If Alice lives in Fushë-Krujë then Alice lives in Albania,2
If Alice lives in Fushë-Krujë then Alice lives in Durrës District or If Alice lives in Fushë-Krujë then Alice lives in Albania,3
If Alice lives in Fushë-Krujë then Alice lives in Albania and If Alice lives in Durrës District then Alice lives in Albania,4
If Alice lives in Fushë-Krujë then Alice lives in Europe and If Alice lives in Durrës District then Alice lives in Europe,4
If Alice lives in Fushë-Krujë then Alice lives in Albania or If Alice lives in Durrës District then Alice lives in Albania,5
If Alice lives in Fushë-Krujë then Alice lives in Europe or If Alice lives in Durrës District then Alice lives in Europe,5
If Walter lives in Krujë then Walter lives in Durrës District,1
If Walter lives in Krujë then Walter lives in Albania,1
If Walter lives in Krujë then Walter lives in Europe,1
If Walter lives in Durrës District then Walter lives in Albania,1
If Walter lives in Durrës District then Walter lives in Europe,1
If Walter lives in Albania then Walter lives in Europe,1
If Walter lives in Krujë then Walter lives in Durrës District and If Walter lives in Krujë then Walter lives in Albania,2
If Walter lives in Krujë then Walter lives in Durrës District or If Walter lives in Krujë then Walter lives in Albania,3
If Walter lives in Krujë then Walter lives in Albania and If Walter lives in Durrës District then Walter lives in Albania,4
If Walter lives in Krujë then Walter lives in Europe and If Walter lives in Durrës District then Walter lives in Europe,4
If Walter lives in Krujë then Walter lives in Albania or If Walter lives in Durrës District then Walter lives in Albania,5
If Walter lives in Krujë then Walter lives in Europe or If Walter lives in Durrës District then Walter lives in Europe,5
If Zane lives in Rrethi i Krujës then Zane lives in Durrës District,1
If Zane lives in Rrethi i Krujës then Zane lives in Albania,1
If Zane lives in Rrethi i Krujës then Zane lives in Europe,1
If Zane lives in Durrës District then Zane lives in Albania,1
If Zane lives in Durrës District then Zane lives in Europe,1
If Zane lives in Albania then Zane lives in Europe,1
If Zane lives in Rrethi i Krujës then Zane lives in Durrës District and If Zane lives in Rrethi i Krujës then Zane lives in Albania,2
If Zane lives in Rrethi i Krujës then Zane lives in Durrës District or If Zane lives in Rrethi i Krujës then Zane lives in Albania,3
If Zane lives in Rrethi i Krujës then Zane lives in Albania and If Zane lives in Durrës District then Zane lives in Albania,4
If Zane lives in Rrethi i Krujës then Zane lives in Europe and If Zane lives in Durrës District then Zane lives in Europe,4
If Zane lives in Rrethi i Krujës then Zane lives in Albania or If Zane lives in Durrës District then Zane lives in Albania,5
If Zane lives in Rrethi i Krujës then Zane lives in Europe or If Zane lives in Durrës District then Zane lives in Europe,5
If Steve lives in Shijak then Steve lives in Durrës District,1
If Steve lives in Shijak then Steve lives in Albania,1
If Steve lives in Shijak then Steve lives in Europe,1
If Steve lives in Durrës District then Steve lives in Albania,1
If Steve lives in Durrës District then Steve lives in Europe,1
If Steve lives in Albania then Steve lives in Europe,1
If Steve lives in Shijak then Steve lives in Durrës District and If Steve lives in Shijak then Steve lives in Albania,2
If Steve lives in Shijak then Steve lives in Durrës District or If Steve lives in Shijak then Steve lives in Albania,3
If Steve lives in Shijak then Steve lives in Albania and If Steve lives in Durrës District then Steve lives in Albania,4
If Steve lives in Shijak then Steve lives in Europe and If Steve lives in Durrës District then Steve lives in Europe,4
If Steve lives in Shijak then Steve lives in Albania or If Steve lives in Durrës District then Steve lives in Albania,5
If Steve lives in Shijak then Steve lives in Europe or If Steve lives in Durrës District then Steve lives in Europe,5
